CMTE_ID|CMTE_NM|CMTE_TP|CMTE_DSGN|CMTE_FILING_FREQ|TTL_RECEIPTS|TRANS_FROM_AFF|INDV_CONTRIB|OTHER_POL_CMTE_CONTRIB|CAND_CONTRIB|CAND_LOAN|TTL_LOANS_RECEIVED|TTL_DISB|TRANF_TO_AFF|INDV_REFUNDS|OTHER_POL_CMTE_REFUNDS|CAND_LOAN_REPAY|LOAN_REPAY|COH_BOP|COH_COP|DEBTS_OWED_BY|NONFED_TRANS_RECEIVED|CONTRIB_TO_OTHER_CMTE|IND_EXP|PTY_COORD_EXP|NONFED_SHARE_EXP|CVG_END_DT
C00572271|BUILDING AMERICA'S REPUBLICAN REPRESENTATION PAC|Q|D|M|145815.11|14865.11|950|130000|0|0|0|120352.69|0|0|0|0|0|47054.61|72517.03|0|0|27000|0|0|0|09/30/2019
C00572305|NASSAU COUNTY REPUBLICAN COMMITTEE (FEDERAL ACCOUNT)|X|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|18813.71|18813.71|0|0|0|0|0|0|09/30/2019
C00572438|MI14 PAC|N|D|Q|0|0|0|0|0|0|0|377.75|0|0|0|0|0|9309.19|8931.44|0|0|0|0|0|0|06/30/2019
C00572453|TAKEITBACK.ORG POLITICAL ACTION|N|U|Q|19791.55|0|19791.55|0|0|0|0|15788.02|0|0|0|0|0|886.95|4890.48|0|0|5000|0|0|0|06/30/2019
C00572479|GLOBAL ATLANTIC FINANCIAL GROUP LIMITED POLITICAL ACTION COMMITTEE|N|U|Q|500|0|500|0|0|0|0|10000|0|0|0|0|0|43304.38|33804.38|0|0|10000|0|0|0|09/30/2019
C00572495|TILLIS MAJORITY COMMITTEE|N|J|Q|34500|0|32000|2500|0|0|0|80462.01|63070.97|5200|0|0|0|46962.01|1000|0|0|0|0|0|0|06/30/2019
C00572503|KILPATRICK TOWNSEND POLITICAL ACTION COMMITTEE|Q|B|Q|17495|0|17495|0|0|0|0|2731.16|0|0|0|0|0|5255.07|20018.91|0|0|0|0|0|0|06/30/2019
C00572537|AMERICANS SOCIALLY UNITED|V|U|Q||||||||||||||||||||||
C00572586|CAPITOL HEEL PAC|N|D|Q|0|0|0|0|0|0|0|84|0|0|0|0|0|2187.95|2103.95|0|0|0|0|0|0|06/30/2019
C00572628|NEW CUBA PAC|Q|U|Q|25|0|25|0|0|0|0|3076.06|0|0|0|0|0|44941.29|41890.23|0|0|0|0|0|0|06/30/2019
C00572735|FRATERNAL ORDER OF POLICE LODGE 123 INC FEDERAL PAC|N|U|Q|24872.19|0|22372.19|0|0|0|0|10928|0|0|0|0|0|68859.86|82804.05|0|0|0|0|0|0|06/30/2019
C00572743|INDEPENDENT VOICE FOR ILLINOIS PAC|O|U|Q|0|0|0|0|0|0|0|975|0|0|0|0|0|27365.21|26390.21|0|0|0|0|0|0|06/30/2019
C00572792|VICTORY FUND|O|U|Q|0|0|0|0|0|0|0|41542.45|0|0|0|0|0|61255.26|19712.81|0|0|0|0|0|0|06/30/2019
C00572826|CAPOZZI ADLER P C |N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|825|825|0|0|0|0|0|0|06/30/2019
C00572925|JASON KANDER PAC|Q|U|T|0|0|0|0|0|0|0|712.96|0|-14087.39|0|0|0|712.96|0|0|0|3287.3|0|0|0|07/31/2019
C00572941|KELLIPAC|O|U|M|648.21|0|648.21|0|0|0|0|0|0|0|0|0|0|205175.47|205175.47|0|0|0|0|0|0|11/30/2019
C00572990|NATIONAL COALITION FOR ASSISTIVE AND REHAB TECHNOLOGY CRT PAC|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|09/30/2019
C00573006|NU SKIN ENTERPRISES INC PAC|N|U|Q|0|0|0|0|0|0|0|4500|0|0|0|0|0|23469|18969|0|0|3000|0|0|0|06/30/2019
C00573014|FIGHTING FOR OHIO FUND|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|68808.26|68808.26|0|0|0|0|0|0|06/30/2019
C00573246|TEAM MCCAUL TEXAS VICTORY|N|J|Q|664869|0|663869|1000|0|0|0|625202.01|541422.59|0|0|0|0|0|39666.99|0|0|0|0|0|0|09/30/2019
C00573253|BEND THE ARC JEWISH ACTION INC. PAC|Q|U|M|112132|0|112132|0|0|0|0|103811|0|754|0|0|0|10870.3|19191.3|0|0|101640.97|0|0|0|09/30/2019
C00573261|END CITIZENS UNITED|Q|U|M|9741700.55|0|9556465.19|0|0|0|0|8077012.85|0|582301.95|0|0|0|313780.68|1978468.38|38726.55|0|656697|66513.42|0|0|09/30/2019
C00573352|NUNES HOLDING MAJORITY COMMITTEE|H|J|Q|49500|0|49500|0|0|0|0|49200.02|46220.71|0|0|0|0|1700.02|2000|0|0|0|0|0|0|09/30/2019
C00573394|BULLDOG VICTORY PAC|N|U|T||||||||||||||||||||||
C00573436|SMITH VICTORY|N|J|Q|40000|0|40000|0|0|0|0|20000|19452.01|0|0|0|0|5000|25000|0|0|0|0|0|0|09/30/2019
C00573444|EMMER VICTORY COMMITTEE|N|J|Q|320700|0|312700|8000|0|0|0|316001.59|291241.71|0|0|0|0|1301.6|6000.01|0|0|0|0|0|0|09/30/2019
C00573493|RESTORING OUR DEMOCRACY (ROD PAC)|Q|D|Q|34000|0|500|33500|0|0|0|16336.79|0|0|0|0|0|6383.07|24046.28|0|0|6000|0|0|0|06/30/2019
C00573501|GREEN RAINBOW PARTY FEDERAL FUND|Y|U|A|1501|1500|1|0|0|0|0|1584.84|1509.84|0|0|0|0|83.84|4358.68|0|0|0|0|0|0|11/30/2019
C00573550|FREEDOMWORKS PAC|N|J|Q|35767.07|35767.07|0|0|0|0|0|1739.22|0|0|0|0|0|13462.37|47490.22|0|0|0|0|0|0|06/30/2019
C00573626|LEE PAC|Q|U|Q|52500|15000|11500|21000|0|0|0|43390.84|0|0|0|0|0|9979.51|19088.67|0|0|10500|0|0|0|09/30/2019
C00573642|BUILD NOW POLITICAL ACTION COMMITTEE|V|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|200|200|0|0|0|0|0|0|06/30/2019
C00573683|ZELDIN 2020|N|J|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|09/30/2019
C00573709|CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC)|Q|D|Q|66674.59|0|5000|60500|0|0|0|55267.03|0|0|0|0|0|53507.96|64915.52|0|0|6809.05|0|0|0|06/30/2019
C00573733|SECURITY IS STRENGTH PAC|O|U|Q|75000|0|75000|0|0|0|0|1022.25|0|0|0|0|0|351311.97|425289.72|1750|0|0|0|0|0|06/30/2019
C00573790|AMERICA'S OPPORTUNITY FUND|V|B|Q|650|0|150|0|0|0|0|2300|0|0|0|0|0|3208.07|1558.07|5726.25|0|0|0|0|0|06/30/2019
C00573923|PURSUING AMERICA'S GREATNESS|O|U|Q|22.63|0|0|0|0|0|0|0|0|0|0|0|0|49528.82|49551.45|0|0|0|0|0|0|06/30/2019
C00574061|LOUISIANA VICTORY FUND|V|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|35.9|35.9|0|0|0|0|0|0|06/30/2019
C00574103|U.S. ANESTHESIA PARTNERS, INC. PAC D/B/A/ USAP PAC|Q|U|Q|183900.47|0|183900.47|0|0|0|0|46244.69|0|0|0|0|0|117682.98|255338.76|0|0|41000|0|0|0|06/30/2019
C00574178|RIGHT TO LIFE OF MICHIGAN VICTORY FUND|O|U|Q|1300|0|1300|0|0|0|0|0|0|0|0|0|0|591.41|1891.41|0|0|0|0|0|0|06/30/2019
C00574228|CINCINNATUS PAC|N|U|Q|106321|0|98200|8121|0|0|0|72026.15|0|0|0|0|0|37422.67|71717.52|0|0|6300|0|0|0|06/30/2019
C00574327|PEOPLE'S PAC FOR PEOPLE|N|U|A|174|0|0|0|0|0|0|222|0|0|0|0|0|-49|-97|957|0|0|0|0|0|06/30/2019
C00574368|CROWELL & MORING LLP POLITICAL ACTION COMMITTEE (C&M PAC)|Q|B|M|71736.33|0|70436.33|0|0|0|0|56070|0|0|0|0|0|59495.62|75161.95|0|0|54000|0|0|0|09/30/2019
C00574376|THUNDERBOLT PAC|Q|D|Q|44418.86|418.86|0|43500|0|0|0|88000|0|0|0|0|0|90387.65|46806.51|0|0|35000|0|0|0|06/30/2019
C00574384|BENNET COLORADO VICTORY|N|J|T|0|0|0|0|0|0|0|1147.02|1092.02|0|0|0|0|1147.02|0|0|0|0|0|0|0|01/31/2019
C00574459|ARKANSAS RED STATE ASSOCIATION|N|U|T||||||||||||||||||||||
C00574533|FUTURE45|O|U|Q|5909.25|0|0|0|0|0|0|5820.55|0|0|0|0|0|59954.75|60043.45|0|0|0|0|0|0|06/30/2019
C00574566|NEVER FORGET 9/11 PAC|N|U|M|0|0|0|0|0|0|0|0|0|0|0|0|0|613.33|613.33|0|0|0|0|0|0|08/31/2019
C00574574|YOUNG CITIZENS FOR PROSPERITY|O|U|A||||||||||||||||||||||
C00574681|VOTER EDUCATION|Q|U|Q|0|0|0|0|0|0|0|146962.82|0|0|0|0|0|146962.82|0|0|0|0|0|0|0|06/30/2019
C00574723|PROSPERITY OKLAHOMA PAC|Q|D|Q|0|0|0|0|0|0|0|267|0|0|0|0|0|457.87|190.87|6961.03|0|0|0|0|0|06/30/2019
C00574749|CONSERVATIVES FOR EFFECTIVE GOVERNMENT|O|U|Q|57892.99|0|57000|892.99|0|0|0|60500|0|0|0|0|0|10802.33|8195.32|0|0|0|0|0|0|06/30/2019
C00574806|RUN RAY RUN|O|U|Q||||||||||||||||||||||
C00574921|RYAN LLC POLITICAL ACTION COMMITTEE (RYANPAC)|Q|U|M|364017.43|0|359017.43|0|0|0|0|282742.07|0|0|0|0|0|49318.16|130593.52|0|0|122750|0|0|0|09/30/2019
C00574970|FAIR SHOT PAC|N|D|Q|148560.72|0|83500|65000|0|0|0|91521.29|0|0|0|0|0|5857.74|62897.17|0|0|63000|0|0|0|09/30/2019
C00575076|ADAM KINZINGER - FUTURE 1ST COMMITTEE|N|J|Q|556134|0|184384|371750|0|0|0|555634.01|507151.02|50|500|0|0|4500|4999.99|0|0|0|0|0|0|09/30/2019
C00575118|CONSERVATIVE LIBERTY COALITION|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|1271.16|1271.16|4500|0|0|0|0|0|06/30/2019
C00575373|MAKE AMERICA NUMBER 1|O|U|Q|60.99|0|0|0|0|0|0|7178.62|0|0|0|0|0|699304.45|692186.82|0|0|0|0|0|0|06/30/2019
C00575449|FREEDOM FOR ALL AMERICANS|Q|U|Q|20241|0|0|0|0|0|0|76963.02|40000|0|0|0|0|64103.85|7381.83|52378.26|0|0|0|0|0|06/30/2019
C00575456|REFORM GOVERNMENT|O|U|Q|0|0|0|0|0|0|0|10415.34|0|0|0|0|0|315017.44|304602.1|0|0|0|0|0|0|06/30/2019
C00575662|THE US CAMPAIGN FUND|Q|D|Q|73645|0|72145|0|0|0|0|78284.44|0|1040|0|0|0|69051|64411.56|0|0|20500|0|0|0|06/30/2019
C00575712|PARITY PAC|Q|U|Q|0|0|0|0|0|0|0|5678.79|0|0|0|0|0|23018.34|17339.55|0|0|5000|0|0|0|06/30/2019
C00575738|ASSOCIATION OF ADMINISTRATIVE LAW JUDGES, IFPTE, AFL-CIO POLITICAL ACTION COMMITTEE|N|U|T||||||||||||||||||||||
C00575845|FREETHOUGHT EQUALITY SUPER PAC|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|18379.59|18379.59|0|0|0|0|0|0|06/30/2019
C00575878|MURRAY PLUMBING & HEATING CORPORATION PAC|N|U|Q|10910|0|10910|0|0|0|0|10000|0|0|0|0|0|22036|22946|0|0|10000|0|0|0|06/30/2019
C00575894|BLUE POWER PAC|Q|D|Q|17500|0|2500|15000|0|0|0|9862.07|0|0|0|0|0|73537.44|81175.37|0|0|5000|0|0|0|06/30/2019
C00575993|CITIZENS FOR RESTORING USA|O|U|Q|205|0|0|0|0|0|0|119.31|0|0|0|0|0|-8.69|77|1023|0|0|0|0|0|09/30/2019
C00576090|EVERGREEN PAC|N|D|Q|27871|0|371|27500|0|0|0|42781.73|0|0|0|0|0|18619.84|3709.11|0|0|36000|0|0|0|06/30/2019
C00576124|R.H. CAMPAIGN CONTRIBUTION COMMITTEE|N|U|T|0|0|0|0|0|0|0|0|0|0|0|0|0|-17|0|0|0|0|0|0|0|03/31/2019
C00576215|CHARTER SCHOOLS ACTION PAC|Q|U|Q|3200|0|3200|0|0|0|0|3727.4|0|0|0|0|0|17983.56|17456.16|0|0|0|0|0|0|06/30/2019
C00576249|NORCAL WATER JOBS LIBERTY PAC|N|D|M|15000|0|10000|5000|0|0|0|2928|0|0|0|0|0|586.13|12658.13|0|0|2800|0|0|0|09/30/2019
C00576371|THE PEOPLE'S SHERIFF|O|U|T|0|0|0|0|0|0|0|759.19|0|0|0|0|0|759.19|0|0|0|0|0|0|0|08/16/2019
C00576462|HEARTS & MINDS CONSERVATIVE SUPER PAC|O|U|A|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|07/01/2019
C00576470|STEEL MANUFACTUERS ASSOCIATION, INC. 21ST CENTURY STEEL MAKERS COALITION (SMA PAC)|N|U|M|13200|0|8200|5000|0|0|0|9000|0|0|0|0|0|13600|17800|0|0|9000|0|0|0|09/30/2019
C00576587|TEAM AMERICA PAC|N|U|Q|1577.78|0|334.53|0|0|0|0|1662.83|0|0|0|0|0|2254.26|2169.21|0|0|0|0|0|0|06/30/2019
C00576801|BARRASSO HELLER VICTORY FUND|Q|J|T|0|0|0|0|0|0|0|1749|1109.25|0|0|0|0|1749|0|0|0|0|0|0|0|01/10/2019
C00576868|USAMERICA.US|N|U|Q|0|0|0|0|0|0|0|72|0|0|0|0|0|171.88|99.88|0|0|0|0|0|0|06/30/2019
C00576975|LATINO LEADERS FOR EQUALITY GROWTH OPPORTUNITY PROGRESSIVE ACTION & CHANGE (LLEGO-PAC)|N|D|M|35684.2|0|12684.2|23000|0|0|0|29717.15|0|0|0|0|0|13474.81|19441.86|0|0|25400|0|0|0|09/30/2019
C00577049|FLORIDIANS FOR A STRONG MIDDLE CLASS|O|U|Q|0|0|0|0|0|0|0|1625|0|0|0|0|0|123101.32|121476.32|0|0|0|0|0|0|06/30/2019
C00577072|BABCOCK & WILCOX ENTERPRISES, INC. POLITICAL ACTION COMMITTEE|Q|B|M|0|0|0|0|0|0|0|-15000|0|0|0|0|0|.23|15000.23|0|0|-15000|0|0|0|09/30/2019
C00577148|MCCASKILL SENATE FUND|N|J|Q|0|0|0|0|0|0|0|336|0|0|0|0|0|3084.61|2748.61|0|0|0|0|0|0|06/30/2019
C00577155|APEX CLEAN ENERGY INC PAC|N|B|Q|19660|0|19285|0|0|0|0|4390|0|0|0|0|0|18332.29|33602.29|0|0|6000|0|0|0|06/30/2019
C00577189|DUCKWORTH VICTORY FUND|N|J|Q|13400|0|9900|3500|0|0|0|14617.08|13000|0|0|0|0|3495.6|2278.52|0|0|0|0|0|0|06/30/2019
C00577288|DECIDING CRITICAL RACES PAC (DCR PAC)|N|D|Q|17300|10000|7300|0|0|0|0|27317.86|0|0|0|0|0|19093.57|9075.71|0|0|20000|0|0|0|06/30/2019
C00577361|MULLIN VICTORY FUND|N|J|Q|239440|0|238440|1000|0|0|0|239530.01|211350.91|0|0|0|0|472.74|382.73|0|0|0|0|0|0|09/30/2019
C00577445|DEFEND OUR NATION PAC|V|B|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|373.32|373.32|0|0|0|0|0|0|06/30/2019
C00577668|SERVICE HONOR COUNTRY ACTION FUND|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|19790.89|19790.89|0|0|0|0|0|0|06/30/2019
C00577676|RELIGHT AMERICA PAC|Q|U|Q|0|0|0|0|0|0|0|10703.37|0|0|0|0|0|31657.58|20954.21|0|0|7000|0|0|0|06/30/2019
C00577759|UBERPAC|V|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00577908|R100 PAC|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|2736.8|2736.8|0|0|0|0|0|0|06/30/2019
C00577973|WALBERG VICTORY FUND|N|J|Q|0|0|0|0|0|0|0|1260|0|0|0|0|0|4975.3|3715.3|0|0|0|0|0|0|09/30/2019
C00578013|LEGITPAC|Q|U|Q|130147.61|0|10093.27|0|0|0|0|48450.18|0|0|0|0|0|7.3|81704.73|0|0|5000|0|0|0|06/30/2019
C00578054|REFORM GOVERNMENT LEADERSHIP PAC|N|B|Q|0|0|0|0|0|0|0|487.5|0|0|0|0|0|11159.52|10672.02|0|0|0|0|0|0|06/30/2019
C00578096|THE PRIVATE INVESTOR COALITION, INC. POLITICAL ACTION COMMITTEE|Q|U|Q|28600|0|28600|0|0|0|0|20030|0|0|0|0|0|15412.12|23982.12|0|0|20000|0|0|0|06/30/2019
C00578187|URBAN VICTORY FUND (UVF)|O|U|Q|130002|0|130002|0|0|0|0|104450|0|0|0|0|0|73500.14|99052.14|0|0|0|0|0|0|06/30/2019
C00578336|SHIRE HOLDINGS US AG POLITICAL ACTION COMMITTEE AKA SHIRE PAC|Q|B|T|7419.25|0|2419.25|0|0|0|0|23097.19|36847.19|0|0|0|0|15677.94|0|0|0|-9000|0|0|0|05/13/2019
C00578419|COMMITTEE ON ARRANGEMENTS FOR THE 2016 REPUBLICAN NATIONAL CONVENTION|X|U|M|484.37|0|0|0|0|0|0|0|0|0|0|0|0|258797.2|259281.57|0|0|0|0|0|0|09/30/2019
C00578443|ILLINOIS HOUSING AND COMMUNITY DEVELOPMENT PAC|N|U|T|0|0|0|0|0|0|0|250|0|0|0|0|0|250|0|0|0|50|0|0|200|07/30/2019
C00578450|RICE VICTORY FUND|N|J|Q|22900|0|22900|0|0|0|0|23209.17|19900|0|0|0|0|16558.72|16249.55|0|0|0|0|0|0|06/30/2019
C00578468|SEED FIRST POLITICAL ACTION COMMITTEE|Q|U|Q|21405|0|21405|0|0|0|0|12848.69|0|0|0|0|0|41097.29|49653.6|0|0|12500|0|0|0|06/30/2019
C00578542|TEAM PERDUE|N|J|Q|222350|0|212350|10000|0|0|0|222761.12|173670.98|0|0|0|0|1782.58|1371.46|0|0|0|0|0|0|09/30/2019
C00578609|OHIO GRASSROOTS VICTORY FUND|N|J|Q|16564|0|500|0|0|0|0|52790.75|26000|0|0|0|0|18752.97|550.23|0|0|0|0|0|0|09/30/2019
C00578716|KELLY-THOMPSON VICTORY FUND|H|J|Q|0|0|0|0|0|0|0|18|0|0|0|0|0|2422|2404|0|0|0|0|0|0|09/30/2019
C00578773|POND LEHOCKY STERN GIORDANO LLP PAC|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00578823|ROUZER CONGRESSIONAL TRUST|N|J|Q|21200|0|21200|0|0|0|0|21231.5|21200|0|0|0|0|1097|1065.5|0|0|0|0|0|0|06/30/2019
C00578914|KEGLER BROWN HILL + RITTER, LPA FEDERAL PAC|N|U|Q|205|0|205|0|0|0|0|0|0|0|0|0|0|0|205|0|0|0|0|0|0|06/30/2019
C00578997|CORRECT THE RECORD|V|U|Q|0|0|0|0|0|0|0|5|0|0|0|0|0|1461.65|1456.65|0|0|0|0|0|0|06/30/2019
C00579045|NEW YORK JOBS COUNCIL|O|U|T|0|0|0|0|0|0|0|15.56|0|0|0|0|0|15.56|0|0|0|0|0|0|0|02/11/2019
C00579359|TELADOC HEALTH, INC. POLITICAL ACTION COMMITTEE|N|U|Q|47337.7|0|47337.7|0|0|0|0|3270|0|0|0|0|0|82868.68|126936.38|0|0|1000|0|0|0|06/30/2019
C00579516|LOWCOUNTRY PALMETTO PAC|N|D|Q|1335.89|0|0|0|0|0|0|0|0|0|0|0|0|94468.91|95804.8|0|0|0|0|0|0|09/30/2019
C00579540|ALLY FINANCIAL INC. ADVOCACY POLITICAL ACTION COMMITTEE|Q|U|Q|149287.79|0|149287.79|0|0|0|0|351700|0|0|0|0|0|288485.23|86073.02|0|0|351700|0|0|0|06/30/2019
C00579573|ASSOCIATION OF UNITED STATES POSTAL LESSORS PAC|Q|U|M|29480|0|29480|0|0|0|0|20000|0|0|0|0|0|39019|48499|0|0|20000|0|0|0|10/31/2019
C00579730|VICTORY SUPER PAC, INC.|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|332|332|0|0|0|0|0|0|06/30/2019
C00579813|STRONGER MARYLAND PAC|O|U|T|0|0|0|0|0|0|0|40.59|0|0|0|0|0|40.59|0|1124.04|0|0|0|0|0|04/22/2019
C00579920|ZELDIN VICTORY COMMITTEE 2020|N|J|Q|37400|0|37400|0|0|0|0|37400|37301.85|0|0|0|0|0|0|0|0|0|0|0|0|09/30/2019
C00579946|INDEPENDENT REFORM PARTY|N|U|T|0|0|0|0|0|0|0|94.85|0|0|0|0|0|94|0|0|0|59|0|0|0|03/31/2019
C00580043|TEAM HUIZENGA|N|U|Q|21540|0|21540|0|0|0|0|11246.4|7026.72|0|0|0|0|1000|11293.6|0|0|0|0|0|0|06/30/2019
C00580068|PROGRESSIVE TURNOUT PROJECT|Q|U|M|8482207.36|475000|7970531.49|0|0|0|0|6284170.14|0|222500.31|0|0|0|143170.11|2341207.33|0|0|90000|0|0|0|09/30/2019
C00580076|SLM CORPORATION PAC (SALLIE MAE PAC)|Q|U|Q|23234.97|0|23234.97|0|0|0|0|23500|0|0|0|0|0|70848.91|70583.88|0|0|23500|0|0|0|06/30/2019
C00580118|SECOND CHANCE PAC|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|.06|0|0|0|0|0|0|0|09/30/2019
C00580225|LENDMARK FINANCIAL SERVICES, LLC. LENDPAC (A.K.A. 'LENDPAC')|N|U|M|11084|0|11084|0|0|0|0|5074.38|0|0|0|0|0|24568.24|30577.86|0|0|0|0|0|0|09/30/2019
C00580340|GROWTH & OPPORTUNITY PAC, INC.|O|U|Q|0|0|0|0|0|0|0|2303|0|0|0|0|0|7047.58|4744.58|0|0|0|0|0|0|06/30/2019
C00580365|DEMOCRATS FOR LIFE OF AMERICA INDEPENDENT PAC|O|U|A|0|0|0|0|0|0|0|0|0|0|0|0|0|840.61|840.61|0|0|0|0|0|0|09/30/2019
C00580373|MAKE AMERICA GREAT AGAIN|O|U|Q||||||||||||||||||||||
C00580381|GRANITE STATE SOLUTIONS|O|U|Q|0|0|0|0|0|0|0|2103.48|0|0|0|0|0|148041.49|145938.01|0|0|0|0|0|0|06/30/2019
C00580464|RACPAC|Q|D|T|0|0|0|0|0|0|0|8857.84|0|0|0|0|0|8857.84|0|0|0|6500|0|0|0|06/25/2019
C00580563|COLLIN COUNTY REPUBLICAN PARTY|Y|U|Q|211849.24|0|203279.47|1500|0|0|0|145147.72|0|1875|0|0|0|1583.49|68285.01|0|7035.75|0|0|0|31075.41|06/30/2019
C00580589|SCOT FORGE COMPANY POLITICAL ACTION COMMITTEE|Q|U|Q|0|0|0|0|0|0|0|12000|0|0|0|0|0|255849.81|243849.81|0|0|10500|0|0|0|09/30/2019
C00580654|GULFPORT ENERGY CORPORATION POLITICAL ACTION COMMITTEE (GULFPORT ENERGY PAC)|N|U|Q|0|0|0|0|0|0|0|2500|0|0|0|0|0|16269.23|13769.23|0|0|2500|0|0|0|06/30/2019
C00580787|CANCER TREATMENT CENTERS OF AMERICA GLOBAL, INC. POLITICAL ACTION COMMITTEE|N|U|T|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|07/02/2019
C00580837|IRON DOME ALLIANCE|O|U|Q|0|0|0|0|0|0|0|1786|0|0|0|0|0|2619.24|833.24|0|0|0|0|0|0|06/30/2019
C00580894|VAIL RESORTS EMPLOYEE POLITICAL ACTION COMMITTEE|Q|U|Q|47638.72|0|47638.72|0|0|0|0|18000|0|0|0|0|0|14993.3|44632.02|0|0|18000|0|0|0|06/30/2019
C00580993|DEMOCRATS.COM|V|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00581066|TMAC PAC|N|D|T|5000|0|0|5000|0|0|0|10430.66|0|0|0|0|0|5430.66|0|0|0|2000|0|0|0|09/30/2019
C00581116|RODNEY DAVIS VICTORY FUND|N|J|Q|1500|0|0|1500|0|0|0|4500|4300|0|0|0|0|3000|0|0|0|0|0|0|0|06/30/2019
C00581181|NEXTERS POLITICAL ACTION COMMITTEE NEXTERS PAC|N|U|Q|175|0|175|0|0|0|0|330.77|0|0|0|0|0|1064.01|908.24|0|0|0|0|0|330.77|06/30/2019
C00581280|BILLIONAIRES FOR BOLD EDUCATED RESOLUTE NOBLE INDEPENDENT ENLIGHTENED-STATESMANSHIP |O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00581348|EMPOWERED BLACK VOICES|N|U|T|0|0|0|0|0|0|0|1478.43|0|0|0|0|0|1478.43|0|0|0|0|0|0|0|07/26/2019
C00581504|RESTORING AMERICAN LEADERSHIP PAC|Q|U|T|0|0|0|0|0|0|0|581.3|0|0|0|0|581.3|581.3|0|0|0|0|0|0|0|05/07/2019
C00581686|PAYPAL PAC|Q|U|M|58437.2|0|58437.2|0|0|0|0|47840|0|0|0|0|0|41749.09|52346.29|0|0|47500|0|0|0|09/30/2019
C00581728|FC COMPASSUS LLC PAC|Q|B|Q|17700.75|0|17700.75|0|0|0|0|22494.36|0|0|0|0|0|34408.88|29615.27|0|0|22000|0|0|0|06/30/2019
C00581744|PEN - LINK LTD PAC (PEN-LINK PAC)|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00581777|MARYLAND USA|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|06/30/2019
C00581785|SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC (SEEC PAC)|N|U|Q|63137.49|0|50137.49|13000|0|0|0|38569.77|0|1016.83|0|0|0|18419.38|42987.1|0|0|0|0|0|0|06/30/2019
C00581868|NEW DAY FOR AMERICA|O|U|Q|164307.6|0|100025|63593.85|0|0|0|229157.78|0|0|0|0|0|478691.14|413840.96|0|0|0|0|0|0|06/30/2019
C00581876|KASICH FOR AMERICA, INC.|Q|U|Q|100409.66|0|100409.66|0|0|0|0|69962.27|0|0|0|0|0|289497.84|319945.23|0|0|0|0|0|0|06/30/2019
C00581892|PONDEROSA PAC|N|D|T|0|0|0|0|0|0|0|9665.63|0|0|0|0|0|9665.63|0|0|0|6000|0|0|0|12/31/2019
C00581967|CITIZENS AGAINST PLUTOCRACY|O|U|Q|484.8|0|484.8|0|0|0|0|395.26|0|0|0|0|0|0|89.54|0|0|0|0|0|0|06/30/2019
C00581991|DAVID YOUNG VICTORY FUND|N|J|T||||||||||||||||||||||
C00582114|HISPANIC BUSINESS ROUNDTABLE INSTITUTE POLITICAL ACTION COMMITEE|N|U|Q|3000|0|3000|0|0|0|0|4954.45|0|0|0|0|0|1653.95|-300.5|0|0|500|0|0|0|06/30/2019
C00582247|PUBLIC INTEREST PAC|O|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|15000|15000|0|0|0|0|0|0|06/30/2019
C00582270|EASTERN WASHINGTON COMMITTEE FOR PROGRESS|O|U|Q|420|0|420|0|0|0|0|16.68|0|0|0|0|0|5180.54|5583.86|0|0|0|0|0|0|06/30/2019
C00582312|NORTH FLORIDA NEIGHBORS|O|U|Q|0|0|0|0|0|0|0|410|0|0|0|0|0|6544.58|6134.58|0|0|0|0|0|0|06/30/2019
