CAND_ID|CAND_NAME|CAND_ICI|PTY_CD|CAND_PTY_AFFILIATION|TTL_RECEIPTS|TRANS_FROM_AUTH|TTL_DISB|TRANS_TO_AUTH|COH_BOP|COH_COP|CAND_CONTRIB|CAND_LOANS|OTHER_LOANS|CAND_LOAN_REPAY|OTHER_LOAN_REPAY|DEBTS_OWED_BY|TTL_INDIV_CONTRIB|CAND_OFFICE_ST|CAND_OFFICE_DISTRICT|SPEC_ELECTION|PRIM_ELECTION|RUN_ELECTION|GEN_ELECTION|GEN_ELECTION_PRECENT|OTHER_POL_CMTE_CONTRIB|POL_PTY_CONTRIB|CVG_END_DT|INDIV_REFUNDS|CMTE_REFUNDS
H8NY23134|SUNDQUIST, EDWARD A.|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|60942.79|0|NY|23||||||0|0|06/30/2019|0|0
H8NY23183|MITRANO, TRACY|C|1|DEM|243587.78|5125.85|117213.94|0|19382.27|145756.11|0|0|0|0|0|20311.94|163618.58|NY|23||||||5000|0|09/30/2019|2388.61|526.94
H0NY23107|HOFFMAN, DOUGLAS L. MR.|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|5390|0|NY|23||||||0|0|05/13/2019|0|0
H0NY29054|REED, THOMAS W|I|2|REP|1264624.41|248870.39|706249.79|4797|52239.48|610614.1|0|0|0|0|0|0|443127.5|NY|23||||||569250|0|09/30/2019|675|250
H0NY24055|MISSO, ROGER|C|1|DEM|261957.69|0|176849.33|0|0|85108.36|0|0|0|0|0|0|256626.09|NY|24||||||200|0|09/30/2019|100|0
H0NY24063|CONOLE, FRANCIS|C|1|DEM|383927.36|0|199378.24|0|0|184549.12|0|0|0|0|0|0|379856.76|NY|24||||||4069|0|09/30/2019|4750|0
H8NY24090|BALTER, DANA|C|1|DEM|320499.86|1059.48|211255|0|23985.42|133230.28|0|0|0|0|0|0|294006.06|NY|24||||||7845|0|09/30/2019|4970.64|0
H4NY24073|KATKO, JOHN M|I|2|REP|1182074.69|173528.76|363245.68|0|48188.12|867017.13|0|0|0|0|0|0|390073.58|NY|24||||||618400|0|09/30/2019|50|0
H8NY24116|BASS, WILLIAM HENRY MR. JR|C|3|NPA|0|0|133|0|285.68|152.68|0|0|0|0|0|0|0|NY|24||||||0|0|03/31/2019|0|0
H6NY03031|SLAUGHTER, LOUISE|I|1|DEM|2155.4|0|207292.18|0|205136.78|0|0|0|0|0|0|0|0|NY|25||||||0|0|02/07/2019|0|0
H8NY25105|MORELLE, JOSEPH D|I|1|DEM|553514|39000|402503.14|0|59235.42|210246.28|0|0|0|0|0|17467|171639.34|NY|25||||||324341.14|0|09/30/2019|765|15000
H8NY25113|WILT, ROBIN|C|1|DEM|4662|0|1996.72|0|385.31|3050.59|1000|0|0|0|0|10000|3637|NY|25||||||0|0|09/30/2019|0|0
H4NY29098|ASSINI, MARK W|C|2|REP|0|0|589.4|0|589.4|0|0|0|0|0|0|0|0|NY|25||||||0|0|07/15/2019|0|0
H4NY27076|HIGGINS, BRIAN|I|1|DEM|514347.2|0|363911.61|0|970989.74|1121425.33|0|0|0|0|0|0|198676|NY|26||||||314545|0|09/30/2019|200|40
H8NY27176|MCMURRAY, NATHAN|C|1|DEM|228977.64|0|59842.9|0|12813.59|182214.19|0|0|0|0|0|0|213227.64|NY|27||||||15750|0|09/30/2019|0|0
H0NY27090|JACOBS, CHRISTOPHER L.|C|2|REP|1010008.96|0|159803.7|0|0|850205.26|0|425000|0|0|0|425000|575800.09|NY|27||||||8299|0|09/30/2019|2000|0
H0NY27108|PARLATO, BETH|C|2|REP|271904|0|4666.09|0|0|267237.91|0|0|0|0|0|0|271904|NY|27||||||0|0|09/30/2019|900|0
H0NY27116|ORTT, ROBERT G|C|2|REP|114105|0|12136.05|0|0|101968.95|0|0|0|0|0|0|98080|NY|27||||||16025|0|09/30/2019|0|4000
H8NY26087|BELLAVIA, DAVID GREGORY|C|2|REP|0|0|6504.7|0|6504.7|0|0|0|0|6504.7|0|38495.3|0|NY|27||||||0|0|02/05/2019|0|0
H8NY29032|COLLINS, CHRISTOPHER C|I|2|REP|517605.63|2000|569349.5|0|204416.2|152672.33|0|500000|0|500000|0|0|7420|NY|27||||||8000|0|09/30/2019|0|0
H0NY27082|WHITMER, DUANE JAMES|C|3|LIB|9767|0|9717|0|0|50|3558|0|0|0|0|0|6209|NY|27||||||0|0|09/30/2019|0|0
H6NY29168|MASSA, ERIC JJ|I|1|DEM|0|0|505|0|43683.03|43178.03|0|0|0|0|0|0|0|NY|29||||||0|0|09/30/2019|0|0
H6NY36015|LAFALCE, JOHN J|C|1|DEM|20425.27|0|12575|0|155716.34|163566.61|0|0|0|0|0|0|0|NY|29||||||0|0|09/30/2019|0|0
H4NY29106|KOLB, BRIAN M|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|3000|0|NY|29||||||0|0|09/30/2019|0|0
H0OH01081|FOSTER, NIKKI|C|1|DEM|170052.89|0|70284.64|0|0|99768.25|4488.8|0|0|0|0|0|162062.15|OH|01||||||3500|0|09/30/2019|0|0
H0OH01099|SCHRODER, KATE|C|1|DEM|387068|0|67931.73|0|0|319136.27|0|0|0|0|0|0|379018|OH|01||||||8050|0|09/30/2019|250|0
H2OH02093|KUNDRATA, FREDERICK LOUIS III|C|1|DEM|10.44|0|0|0|784.23|794.67|0|0|0|0|0|237687.81|0|OH|01||||||0|0|09/30/2019|0|0
H8OH01084|WEAVER, LAURA ANN|C|1|DEM|3119|0|4370.38|0|1571.79|0|0|2500|0|0|0|0|575|OH|01||||||0|0|08/29/2019|0|0
H8OH01118|PUREVAL, AFTAB|C|1|DEM|249.72|0|4276.12|0|4026.4|0|249.72|0|0|0|0|23436.28|0|OH|01||||||0|0|09/30/2019|0|0
H8OH01043|CHABOT, STEVE|I|2|REP|923258.55|8911.17|238180.77|0|23418.37|403402.92|0|0|0|0|0|0|507297.38|OH|01||||||407050|0|09/30/2019|0|0
H6OH09073|KUBALA, DIRK|C|3|LIB|0|0|0|0|0|0|0|0|0|0|0|0|0|OH|01||||||0|0|01/28/2019|0|0
H4OH02156|TYSZKIEWICZ, MAREK|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|78001.98|0|OH|02||||||0|0|09/30/2019|0|0
H8OH02124|SCHILLER, JILL|C|1|DEM|1429.15|0|20321.66|0|20897|2004.49|0|0|0|15000|0|10000|0|OH|02||||||0|0|09/30/2019|0|0
H2OH02085|WENSTRUP, BRAD DR.|I|2|REP|641521.51|55108.12|271153.76|0|423970.64|794338.39|0|0|0|0|0|0|343534.85|OH|02||||||242050|0|09/30/2019|6290|0
H6OH02102|BRINKMAN, THOMAS E|C|2|REP|0|0|0|0|8476.82|8476.8|0|0|0|0|0|74370|0|OH|02||||||0|0|09/30/2019|0|0
H0OH03103|HARPER, MORGAN|C|1|DEM|333100.25|0|94240.68|0|0|238859.57|0|0|0|0|0|7416.66|333099.5|OH|03||||||0|0|09/30/2019|20|0
H2OH03125|BEATTY, JOYCE|I|1|DEM|693049.01|0|514573.95|0|1240942.65|1419417.71|0|0|0|0|0|2500|155857.44|OH|03||||||536325|0|09/30/2019|0|0
H2OH03141|LONG, CHRIS|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|OH|03||||||0|0|09/30/2019|0|0
H4OH03089|VENNON, ERIC T|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|OH|03||||||0|0|09/30/2019|0|0
H0OH04093|FRESHOUR, SHANNON|C|1|DEM|7053.34|0|3125.77|0|0|3927.57|0|0|0|0|0|0|7053.34|OH|04||||||0|0|09/30/2019|0|0
H4OH04046|GARRETT, JANET PATRICIA MRS.|C|1|DEM|1930.72|0|4851.74|0|2921.02|0|0|0|0|0|0|0|140.22|OH|04||||||235|0|06/30/2019|0|0
H6OH04082|JORDAN, JAMES D.|I|2|REP|2419944.71|0|1471632.5|10000|722675.35|1462875.9|0|0|0|0|0|0|2266711.93|OH|04||||||149500|2000|09/30/2019|19640|2500
H0OH05074|RUBANDO, NICK|C|1|DEM|51926.28|0|42334.02|0|0|9592.26|300|0|0|0|0|0|51625|OH|05||||||0|0|09/30/2019|255|0
H8OH05036|LATTA, ROBERT EDWARD|I|2|REP|533577.16|0|327958.24|0|615601.92|821220.84|0|0|0|0|0|0|220484.98|OH|05||||||302375|0|09/30/2019|100|0
H8OH06133|ROBERTS, SHAWNA|C|1|DEM|168.26|0|571.47|0|2467.63|27.1|0|0|0|0|0|0|168.26|OH|06||||||0|0|09/30/2019|0|0
H0OH06189|JOHNSON, BILL|I|2|REP|718274.01|0|288076.37|0|846067.58|1276265.22|0|0|0|0|0|0|289699.32|OH|06||||||427225|150|09/30/2019|-3270|-2500
H0OH06221|MORGAN, KENNETH F. III|C|2|REP|735.63|0|617.67|0|0|117.96|610|0|0|0|0|0|125.63|OH|06||||||0|0|09/30/2019|0|0
H2OH07167|HEALY-ABRAMS, JOYCE|O|1|DEM|0|0|0|0|290500.13|290500.13|0|0|0|0|0|290500.13|0|OH|07||||||0|0|09/30/2019|0|0
H8OH07123|HARBAUGH, KENNETH|C|1|DEM|1639.98|0|21206.05|0|19566.07|0|0|0|0|0|0|0|0|OH|07||||||0|0|04/15/2019|-1250|-50
H8OH07131|PIKUS, PATRICK|C|1|DEM|240.78|0|1231.39|0|995.62|5.01|240|0|0|0|0|0|0|OH|07||||||0|0|09/30/2019|0|0
H0OH18077|GIBBS, ROBERT|I|2|REP|369094.4|0|64569.26|0|153613.73|458138.87|0|0|0|0|0|10000|98008.4|OH|07||||||271086|0|09/30/2019|0|0
H6OH07119|ROBERTSON, TERRY|C|2|REP|25|0|0|0|-1007.52|-982.52|25|0|0|0|0|0|0|OH|07||||||0|0|09/30/2019|0|0
H8OH07065|AUSTRIA, STEVE C|C|2|REP|0|0|900|0|208953.6|208053.6|0|0|0|0|0|0|0|OH|07||||||0|0|09/30/2019|0|0
H6OH08133|REYNOLDS, ROGER|C|2|REP|0|0|0|0|44703.99|44703.99|0|0|0|0|0|70000|0|OH|08||||||0|0|03/31/2019|0|0
H6OH08315|DAVIDSON, WARREN|I|2|REP|350834.31|21499.77|183265.39|0|230007.51|397576.43|0|0|0|0|0|150000|181100.53|OH|08||||||146020.62|0|09/30/2019|0|0
H2OH09031|KAPTUR, MARCY HON.|I|1|DEM|369623.06|0|266316|0|661799.19|765106.25|0|0|0|0|0|0|96223.06|OH|09||||||273400|0|09/30/2019|0|0
H8OH09111|KRAUS, STEVEN WAYNE MR.|C|2|REP|2750|0|120.1|0|114.07|2743.97|0|0|0|0|0|18375.77|2750|OH|09||||||0|0|09/30/2019|0|0
H8OH07099|NEUHARDT, SHAREN SWARTZ|C|1|DEM|0|0|0|0|409.09|409.09|0|0|0|0|0|101857.51|0|OH|10||||||0|0|03/31/2019|0|0
H8OH10119|GASPER, THERESA|C|1|DEM|7060.76|0|5030.28|0|16604.72|18635.2|0|0|0|0|0|140000|62.63|OH|10||||||0|0|09/30/2019|0|0
H2OH03067|TURNER, MICHAEL R|I|2|REP|645230.39|143177.94|217012.13|0|61234.54|489452.8|0|0|0|0|0|0|296046.91|OH|10||||||202400|0|09/30/2019|53.45|0
H8OH11141|FUDGE, MARCIA L.|I|1|DEM|265292.68|0|176037.97|0|923585.14|1012839.85|0|0|0|0|0|0|43820|OH|11||||||221323.94|0|09/30/2019|0|0
H0OH11072|MANDEL, JOSHUA A|C|2|REP|73957.95|0|27223.22|0|3611043.68|3660343.8|0|0|0|0|0|0|0|OH|11||||||0|0|09/30/2019|1000|0
H6OH11160|GOLDSTEIN, BEVERLY A.|C|2|REP|0|0|261.83|0|261.83|0|0|0|0|0|0|0|0|OH|11||||||0|0|09/30/2019|0|0
H6OH12127|ALBERTSON, ED|C|1|DEM|0|0|0|0|2085.44|2085.44|0|0|0|0|0|0|0|OH|12||||||0|0|06/30/2019|0|0
H8OH12214|PATTON, JACKIE|C|1|DEM|3188.97|0|3117.97|0|74.93|145.93|3018.97|0|0|0|0|7998.23|0|OH|12||||||0|0|09/30/2019|0|0
H8OH12271|RUSSELL, JOHN|O|1|DEM|0|0|150|0|1186.28|1036.28|0|0|0|0|0|0|0|OH|12||||||0|0|02/04/2019|0|0
H8OH12297|O'CONNOR, DANIEL JAY|O|1|DEM|37677.01|0|79712.93|0|42035.92|0|0|0|0|0|0|0|0|OH|12||||||0|0|06/30/2019|9190.04|0
H0OH12062|TIBERI, PATRICK J.|I|2|REP|106149.71|0|136961.04|0|5057412.01|5026600.68|0|0|0|0|0|0|0|OH|12||||||0|0|09/30/2019|0|0
H8OH12180|BALDERSON, WILLIAM TROY|I|2|REP|773213.21|108779.39|304484.61|0|21889.52|490618.12|0|0|0|0|0|16700|259606.07|OH|12||||||386041.72|8911.17|09/30/2019|0|0
H8OH12198|HALVERSTADT, JONATHAN PHILIP MR.|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|50000|0|OH|12||||||0|0|05/01/2019|0|0
H8OH12248|LENEGHAN, MELANIE ANN MRS.|O|2|REP|0|0|27|0|216.49|189.49|0|0|0|0|0|133360|0|OH|12||||||0|0|09/30/2019|0|0
H8OH12263|KANE, TIM|O|2|REP|1500|0|1500|0|0|0|1500|0|0|0|0|242017.62|0|OH|12||||||0|0|07/01/2019|0|0
H2OH17109|RYAN, TIMOTHY|I|1|DEM|147078.29|173.58|224223.32|0|118194.57|41049.54|0|0|0|0|0|0|33357.51|OH|13||||||113500|0|09/30/2019|75|500
H8OH13147|DEPIZZO, CHRIS|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|100|0|OH|13||||||0|0|09/30/2019|0|0
H8OH13154|LYRAS, LOUIS GEORGE|C|2|REP|15771.04|0|18349.42|0|6092.6|3514.22|0|7000|0|0|0|42630.99|8146.04|OH|13||||||600|0|09/30/2019|0|0
H8OH14111|RADER, ELIZABETH ANNE|C|1|DEM|18788.23|0|25157.05|0|6368.82|0|1375.47|0|0|8624.53|0|0|0|OH|14||||||0|0|06/30/2019|0|0
H2OH14064|JOYCE, DAVID P|I|2|REP|1250870.32|124859.77|442054.24|0|244549.57|1059060.96|0|0|0|0|0|0|279520.43|OH|14||||||495430|0|09/30/2019|4950|0
H8OH15134|NEAL, RICK|C|1|DEM|1130|0|2558.07|0|1428.07|0|0|0|0|29.37|0|0|1130|OH|15||||||0|0|06/30/2019|0|0
H2OH15046|PRYCE, DEBORAH D.|I|2|REP|0|0|689|0|284.78|-404.22|0|0|0|0|0|0|0|OH|15||||||0|0|09/30/2019|0|0
H8OH15076|STIVERS, STEVE MR.|I|2|REP|1338396.48|14908.43|325997.43|0|410164.07|1422563.12|0|0|0|0|0|0|404320|OH|15||||||899942.62|0|09/30/2019|1600|0
H8OH16090|GODFREY, AARON PAUL|O|1|DEM|0|0|68.95|0|611.53|542.58|0|0|0|0|0|27.79|0|OH|16||||||0|0|09/30/2019|0|0
H0OH16097|RENACCI, JAMES B.|I|2|REP|12178.19|3783.03|15148.59|0|22225.48|19255.08|0|0|0|0|0|251768.42|5982.52|OH|16||||||0|0|09/30/2019|0|0
H8OH16066|SCHURING, KIRK|O|2|REP|0|0|0|0|2602.01|2602.01|0|0|0|0|0|58178.28|0|OH|16||||||0|0|09/30/2019|0|0
H8OH16108|HAGAN, CHRISTINA|O|2|REP|150|0|464.03|0|329.73|15.7|150|0|0|0|0|0|0|OH|16||||||0|0|09/30/2019|0|0
H8OH16124|GONZALEZ, ANTHONY E|I|2|REP|913223.96|26279.99|249355.24|0|66571.72|730440.44|0|0|0|0|0|40000|342085.98|OH|16||||||542283.2|500|09/30/2019|1000|0
H2OK01085|DODD, DOUG|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|OK|01||||||0|0|03/31/2019|0|0
H8OK01173|GILPIN, TIM|O|1|DEM|1340|0|5329.68|0|3989.68|0|0|0|0|0|5149.43|7850.57|1340|OK|01||||||0|0|06/30/2019|0|0
H8OK01181|DOUGLAS, AMANDA|O|1|DEM|0|0|0|0|240.72|240.72|0|0|0|0|0|0|0|OK|01||||||0|0|03/31/2019|0|0
H0OK01089|DAHM, NATHAN|O|2|REP|2300|0|3734.05|0|1434.05|0|0|0|0|3405.61|0|0|2300|OK|01||||||0|0|09/30/2019|0|0
H2OK01143|BRIDENSTINE, JAMES FREDERICK|I|2|REP|60.28|0|5719.36|2000|86618.37|80959.29|0|0|0|0|0|0|0|OK|01||||||0|0|09/30/2019|0|0
H8OK01124|COLEMAN, ANDY|O|2|REP|1931.3|0|4977.67|0|18830.52|15784.15|0|0|0|0|0|0|0|OK|01||||||0|0|09/30/2019|2700|0
H8OK01157|HERN, KEVIN R|I|2|REP|512338.39|0|272824.2|0|65659.62|305173.81|0|0|0|0|50000|1374750|249365.08|OK|01||||||252851|0|09/30/2019|0|0
H8OK01165|HARRIS, TIM|O|2|REP|0|0|10166.88|0|10166.88|0|0|0|0|9700.26|0|0|0|OK|01||||||0|0|03/31/2019|0|0
H0OK02210|LANIER, DANYELL|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|OK|02||||||0|0|09/30/2019|0|0
H4OK02089|BOREN, DAVID DANIEL|C|1|DEM|82422.72|0|17269.83|0|279877.5|345030.39|0|0|0|0|0|0|0|OK|02||||||0|0|09/30/2019|0|0
H8OK02148|NICHOLS, JASON|C|1|DEM|0|0|2083.99|0|10236.74|8152.75|0|0|0|0|0|0|0|OK|02||||||0|0|09/30/2019|500|0
H8OK02163|MCINTOSH, ELIJAH|C|1|DEM|0|0|25.14|0|25.14|0|0|0|0|0|0|0|0|OK|02||||||0|0|03/31/2019|0|0
H2OK02083|MULLIN, MARKWAYNE MR.|I|2|REP|555542.31|62189.32|204597.37|0|28043.18|378988.12|0|0|0|0|0|0|134705|OK|02||||||358350|0|09/30/2019|0|0
H6OK02233|JACKSON, JARRIN DALE|C|2|REP|0|0|0|0|301.74|301.74|0|0|0|0|0|54914.75|0|OK|02||||||0|0|09/30/2019|0|0
H4OK06056|LUCAS, FRANK D.|I|2|REP|276504.34|0|333342.44|2000|445575.94|388737.84|0|0|0|0|0|0|50849|OK|03||||||224400|0|09/30/2019|2700|0
H8OK04094|BRANNON, MARY|C|1|DEM|1164|0|13.05|0|906.6|1157.55|3|900|0|0|0|0|0|OK|04||||||0|261|09/30/2019|0|0
H2OK04055|COLE, TOM|I|2|REP|687004.9|0|398018.34|0|1218357.22|1507343.78|0|0|0|0|0|0|377400|OK|04||||||308600|0|09/30/2019|0|0
H2OK04113|NUTTLE, MARC|C|2|REP|950|0|946.33|0|24.97|28.64|0|950|0|0|0|215985.56|0|OK|04||||||0|0|09/30/2019|0|0
H6OK04114|TAYLOR, JAMES|C|2|REP|200|0|132|0|69|37|0|0|0|0|0|0|200|OK|04||||||0|0|06/30/2019|0|0
H8OK05109|HORN, KENDRA|I|1|DEM|1486267.7|68965.4|390670.73|0|99492|1195088.97|0|0|0|0|0|17500|1144435.71|OK|05||||||266407.42|1281.86|09/30/2019|4050|0
H0OK05114|LANKFORD, JAMES PAUL MR.|C|2|REP|249169.2|0|165488.29|0|632654.3|716335.21|0|0|0|0|0|0|93395.92|OK|05||||||153100|0|09/30/2019|0|0
H0OK05197|GREENE, DAVID|C|2|REP|4795|0|3787.36|0|0|1007.64|3000|0|0|0|0|0|1795|OK|05||||||0|0|09/30/2019|0|0
H0OK05205|BICE, STEPHANIE|C|2|REP|349561.31|0|132469.1|0|0|217092.21|0|0|0|0|0|0|322311.31|OK|05||||||27250|0|09/30/2019|30|4000
H0OK05213|NEESE, TERRY|C|2|REP|735179.52|0|92502.42|0|0|642677.1|0|450000|0|0|0|450000|275136.2|OK|05||||||10000|0|09/30/2019|750|0
H0OK05262|VANSANT, MERIDETH|C|2|REP|51942.02|0|24063.98|0|917.98|28796.02|0|0|0|0|0|525.59|51942.02|OK|05||||||0|0|09/30/2019|0|0
H4OK05132|RUSSELL, STEVEN DANE|I|2|REP|0|0|62815.61|0|93773.94|30958.33|0|0|0|0|0|0|0|OK|05||||||0|0|09/30/2019|0|0
H6OK05228|CALVEY, KEVIN|O|2|REP|0|0|0|0|773.08|773.08|0|0|0|0|0|330976.41|0|OK|05||||||0|0|09/30/2019|0|0
H0OR01160|SIEBE, AMANDA NICOLE MS|C|1|DEM|87.12|0|144.99|0|177.16|119.29|0|0|0|0|0|0|87.12|OR|01||||||0|0|09/30/2019|0|0
H2OR01133|BONAMICI, SUZANNE MS.|I|1|DEM|390568.2|0|291729.15|43500|458748.99|557588.04|0|0|0|0|0|0|153568.2|OR|01||||||237000|0|09/30/2019|100|0
H2OR01190|MORGAN, DELINDA|C|2|REP|0|0|0|0|13|13.21|0|0|0|0|0|0|0|OR|01||||||0|0|09/30/2019|0|0
H8OR02161|MCLEOD-SKINNER, JAMIE|O|1|DEM|14727|0|21437.86|0|6710.86|0|0|0|0|0|0|0|10197|OR|02||||||0|0|08/21/2019|25|0
H6OR02116|WALDEN, GREGORY P. MR.|I|2|REP|1521572.04|108987.94|1047872.83|0|1420205.94|1893905.15|0|0|0|0|0|0|414330.66|OR|02||||||988700|0|09/30/2019|0|0
H0OR03125|LEE, ALBERT MR.|C|1|DEM|43065.98|0|36542.96|0|0|6523.02|10|0|2450|0|250|2394.12|39847.02|OR|03||||||50|0|09/30/2019|27|0
H0OR03158|WILCOX, DANE|C|1|DEM|100|0|0|0|0|100|0|0|0|0|0|0|100|OR|03||||||0|0|09/30/2019|0|0
H6OR03064|BLUMENAUER, EARL|I|1|DEM|684208.16|25000|565003.58|0|892433.4|1011637.98|0|0|0|0|0|0|272432.8|OR|03||||||384690|0|09/30/2019|2788|0
H8OR03060|BARNETT, CHARLES RAND|C|1|DEM|0|0|0|0|95.74|95.74|0|0|0|0|0|0|0|OR|03||||||0|0|07/17/2019|0|0
H8OR03102|HARRISON, THOMAS SAMUEL IV|C|2|REP|50|0|90|0|465.8|425.8|0|0|0|0|0|0|50|OR|03||||||0|0|09/30/2019|0|0
H0OR04099|CANNING, DOYLE|C|1|DEM|67504.37|0|33224.01|0|0|34280.36|0|0|0|0|0|7568.47|67503.07|OR|04||||||0|0|09/30/2019|0|0
H6OR04047|DEFAZIO, PETER A|I|1|DEM|944864.95|0|564412.29|0|1115826.13|1496278.79|0|0|0|0|0|0|362828.21|OR|04||||||580000|0|09/30/2019|6433|32920
H8OR04159|ARCANGEL, DANIEL R|C|1|DEM|0|0|0|0|167.75|167.75|0|0|0|0|0|0|0|OR|04||||||0|0|09/30/2019|0|0
H0OR04081|ROBINSON, ART DR.|C|2|REP|850|0|21469.11|0|46569.19|25950.08|0|0|0|20000|0|18816.21|850|OR|04||||||0|0|09/30/2019|0|0
H0OR04107|SKARLATOS, ALEK|C|2|REP|10358|0|249.64|0|0|10108.36|0|0|0|0|0|23942.76|10358|OR|04||||||0|0|09/30/2019|0|0
H6OR04203|PERKINS, JO RAE|C|2|REP|9905.66|0|7321.41|0|0|2584.25|6117.68|0|0|0|0|0|3642.2|OR|04||||||0|0|09/30/2019|0|0
H8OR04142|BOICE, COURT|C|2|REP|300|0|0|0|11|311|300|0|0|0|0|0|0|OR|04||||||0|0|03/31/2019|0|0
H0OR05096|GAMBA, MARK|C|1|DEM|77495.77|0|54684.29|0|0|22811.48|0|0|0|0|0|0|76620.77|OR|05||||||875|0|09/30/2019|120|175
H8OR05107|SCHRADER, KURT|I|1|DEM|744153.55|0|327753.59|0|2420380.51|2836780.47|0|0|0|0|0|0|175756.41|OR|05||||||566500|88.4|09/30/2019|2700|5000
H0OR05088|ROMAN, ANGELA|C|2|REP|11261.09|0|10334.27|0|0|926.82|91.59|0|0|0|0|0|11044.51|OR|05||||||0|90|09/30/2019|0|0
H0OR05104|COURSER, AMY RYAN|C|2|REP|849|0|43.06|0|0|805.94|0|0|0|0|0|0|849|OR|05||||||0|0|09/30/2019|0|0
H8OR05198|CALLAHAN, MARK ALLEN|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|22800|0|OR|05||||||0|0|09/30/2019|0|0
H8OR05206|NATIONS, JOEY|C|2|REP|35340.83|0|29862.91|0|0|5478.26|0|128|0|128|0|0|35211.83|OR|05||||||0|0|09/30/2019|4|0
H0PA01291|REISS, JUDI MS.|C|1|DEM|111400.57|0|44883.95|0|0|66516.62|15000|15000|0|0|0|15000|81050.57|PA|01||||||350|0|09/30/2019|10000|0
H0PA01309|WACHSPRESS, DEBBIE|C|1|DEM|216112.27|0|25371.06|0|0|190741.21|19475.27|50000|0|0|0|61110|146437|PA|01||||||200|0|09/30/2019|205|200
H0PA01325|FINELLO, CHRISTINA|C|1|DEM|60807.2|0|28423.35|0|0|32383.85|0|0|0|0|0|0|60557.2|PA|01||||||250|0|09/30/2019|0|0
H8PA01153|BRADY, ROBERT A|I|1|DEM|21139.08|0|24864.12|0|3725.04|0|0|0|0|0|0|136733.39|0|PA|01||||||0|0|09/30/2019|0|0
H8PA08174|WALLACE, HENRY SCOTT|O|1|DEM|76973.7|11102.96|713630.16|0|636656.46|0|0|0|0|500000|0|0|0|PA|01||||||0|0|10/23/2019|2700|0
H0PA01317|MEEHAN, ANDREW|C|2|REP|9660.28|0|6285.79|0|0|3374.49|0|200|0|0|0|200|9460.28|PA|01||||||0|0|09/30/2019|500|0
H6PA08277|FITZPATRICK, BRIAN|I|2|REP|1330705.27|310668.54|356665.89|0|116634.82|1090674.2|0|0|0|0|0|24750|343871.17|PA|01||||||673274.91|0|09/30/2019|615|0
H4PA13199|BOYLE, BRENDAN F|I|1|DEM|618564.45|0|232702.75|50000|668407.46|1054269.16|0|0|0|0|0|0|189155.68|PA|02||||||419109.5|0|09/30/2019|2200|0
H8PA01245|LAWRENCE, MICHELE|O|1|DEM|0|0|35.64|0|39535.55|230.56|0|0|0|0|0|0|0|PA|02||||||0|0|09/30/2019|0|0
H6PA02171|EVANS, DWIGHT|I|1|DEM|366867.69|0|293141.94|0|21481.49|95207.24|0|0|0|0|0|0|101485.08|PA|03||||||265355.61|0|09/30/2019|90|120
H4PA21051|ENGLISH, PHILIP S.|I|2|REP|0|0|0|0|383.93|383.93|0|0|0|0|0|20000|0|PA|03||||||0|0|09/30/2019|0|0
H8PA04108|CORBIN-JOHNSON, SHAVONNIA|C|1|DEM|0|0|0|0|11085.08|11085.08|0|0|0|0|0|0|0|PA|04||||||0|0|03/31/2019|0|0
H8PA04116|DEAN, MADELEINE|I|1|DEM|427228.37|4061.82|330684.43|0|144526.31|241070.25|0|0|0|82000|0|129500|149746.1|PA|04||||||270868.9|0|09/30/2019|1400|0
H8PA15286|DAVID, DAN|O|2|REP|2729.21|0|4068.53|0|2164.77|825.45|0|0|0|0|0|268152.06|0|PA|04||||||0|0|09/30/2019|0|0
H0PA05086|LANNI, LOU|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|PA|05||||||0|0|09/30/2019|0|0
H6PA07113|LI, LINDY|C|1|DEM|0|0|0|0|59614.78|59614.78|0|0|0|0|0|0|0|PA|05||||||0|0|09/30/2019|0|0
H8PA05246|WERTIME, DAVID|C|1|DEM|0|0|2007.54|250|31677.1|30021.32|0|0|0|0|0|0|0|PA|05||||||0|0|09/30/2019|0|0
H8PA05261|ARATA, LARRY V MR. III|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|1000|0|PA|05||||||0|0|09/30/2019|0|0
H8PA05279|KIRKLAND, THADDEUS|C|1|DEM|0|0|0|0|-3439.86|-3439.86|0|0|0|0|0|5692.68|0|PA|05||||||0|0|01/31/2019|0|0
H8PA07101|MUROFF, DANIEL|O|1|DEM|350|0|27734.76|8650|27285.7|-99.06|0|0|0|0|0|0|0|PA|05||||||0|0|09/30/2019|0|0
